cell_id,city,province,stratum,lon,lat,LST_K,LST_2020_K,LST_2021_K,LST_2022_K,LST_2023_K,LST_2024_K,LST_2025_K,LST_valid_years,LST_obs_count,SUHI_strict_mean_K,Built_surface_fraction,retained_urban_core,Tair_mean,Tair_max,Precip_annual,VPD_summer,Solar_RAD,NDVI_mean,EVI_mean,FVC,LAI,PLAND_imperv,PLAND_water,PLAND_veg,ED_total,AI_imperv,Mean_Bld_Height,Bld_Volume_density,FAR,Sky_View_Factor,DEM,Slope,Aspect,TRI,Relative_elevation,rural_reference_lst_k
Shaoyang_111.374252_27.428934,Shaoyang,Hunan,Hilly,111.37425181922228,27.428934307006926,304.76999512999993,303.67907707999996,304.06873136000002,305.52138986,303.03990734000001,305.38296004999995,306.92790509000002,6,17,-2.2416593854058533,0,False,26.476758958683142,33.267065932334887,1365.8413719947391,0.78547232147445389,205.10855027082494,0.81143747657250043,0.60633026564172809,0.90591723551421399,5.1070647555520949,0.029383484515364669,0.032117846608161929,0.65509896391171818,0.013713869842532672,0.033431778539800262,0,0,0,1,494.66555944186331,27.307467697684768,212.90623542194541,12.789858631860161,-44.511391083668684,307.01165451540578
Shaoyang_111.380989_27.179652,Shaoyang,Hunan,Hilly,111.3809891838754,27.179651815612797,309.77369157499999,305.15224369999999,311.29784366000001,314.05618579999998,309.63668594000001,309.46920295999996,309.02998738999997,6,17,2.7620370595942063,0,False,27.621577842670003,34.569599535698387,1324.92066702336,0.86649840659401933,209.93727932365078,0.77201326455813868,0.59317208792340115,0.81453617843421977,1.497126967756728,0.036959731114158574,0.029389657353102751,0.82143132381355743,0.45634562966671749,0.10147615471724192,0,0,0,1,236.0408341465496,6.9089376962944629,103.44525977767501,2.9901809608354544,-24.990936814259129,307.01165451540578
Shaoyang_111.385481_27.101049,Shaoyang,Hunan,Hilly,111.38548076038566,27.101049228609657,309.951998285,304.93178140999999,313.50759359,314.19632461999998,307.66107038000001,310.18869617000001,309.22652354000002,6,20,2.9403437695942216,0,False,27.590980637857584,34.500170709720145,1361.2676500048869,0.87520568404081678,211.44642965385421,0.58675398359993169,0.46681947334098473,0.45016381079749318,1.6670049766914676,0.18983616299818529,0.029673432275054173,0.54366251078166239,0.056699873721608757,0.13003893560915797,0,0,0,1,257.7535409738731,3.7992443726224621,196.45237970330933,1.621716717755209,-28.27692645886259,307.01165451540578
Shaoyang_111.389972_27.121261,Shaoyang,Hunan,Hilly,111.38997233673541,27.121261322434897,307.81459644500001,301.85214539000003,312.15234866000003,312.24976222999999,305.41543123999998,308.60273488999997,306.61515625999999,6,19,0.80294192959422617,0,False,27.604966633163521,34.522900071812657,1356.6450788240272,0.87348041223869011,211.08930510991479,0.76000521308855917,0.62606077605597354,0.78766781658270346,2.005487285158571,0.03137982739520051,0.033698058192385361,0.85580598923934659,0.0071154388880268413,0.10501402722821282,0,0,0,1,289.73202271832565,16.123511546866517,152.62555627156189,6.8961087363070419,11.743560909586961,307.01165451540578
Shaoyang_111.392218_27.078591,Shaoyang,Hunan,Hilly,111.39221812487978,27.078591346456964,308.90693866999999,303.99695294000003,311.19359405,312.40528214,309.95456179999996,308.09857693999999,307.79266415000001,6,21,1.8952841545942078,0,False,27.559520376314378,34.46708309928691,1422.9297876394423,0.87058641739989739,211.52176830898821,0.7264458583894654,0.57982181116950282,0.71496718645665713,2.0694158189297642,0.065112021832992417,0.02966853284665073,0.72428011790423175,0.88353111923625838,0.16461110711277827,0,0,0,1,281.14372881795322,13.407416003364641,63.347378262079417,5.8921485586670093,-41.326600309037815,307.01165451540578
Shaoyang_111.392218_27.440163,Shaoyang,Hunan,Hilly,111.39221812493248,27.440163248216159,303.43810666999997,300.14484440000001,302.68785128000002,303.42614359999999,307.43548106000003,303.74401946,303.19030021999998,6,14,-3.5735478454058125,0,False,26.40788349052346,33.186500104555932,1370.1518801956795,0.78264593774596869,205.28057369016162,0.76559440955649816,0.63024223881677566,0.80011774841955174,4.0460804728545652,0.048560761781802408,0.030068610236048697,0.66157902644810207,0.015703949275612389,0.035592506616998996,0,0,0,1,791.17206952895685,22.844903581397979,117.34375996800924,10.493159919597646,219.40789621022361,307.01165451540578
Shaoyang_111.396710_27.305416,Shaoyang,Hunan,Hilly,111.3967097013154,27.305415955704664,309.68425338499998,305.86831888999995,312.13525856000001,313.42727012,309.67428415999996,308.13959318000002,308.86079540000003,6,13,2.6725988695941965,0.00024758969084359705,False,27.536649281411211,34.536313223222145,1343.6337674325928,0.85255309265445312,207.23970514124983,0.67001591816739625,0.53875734442315337,0.60065584184524889,1.6149484361192774,0.28146713867774986,0.032938871051495275,0.46888584614110485,0.31037469568521869,0.12989858450715855,2.2309179306030273,0.0008500075782649219,0.00028333585942164063,0.99991818847336189,251.07433520364106,12.240562162587398,139.57121001722328,5.3523168150152296,9.9275105770122138,307.01165451540578
Shaoyang_111.398955_27.238042,Shaoyang,Hunan,Hilly,111.39895548939398,27.23804230931523,312.71147976499998,306.97917539000002,312.88380494,317.13240380000002,315.14482516999999,310.89793531999999,313.23073396999996,6,17,5.6998252495941983,0.036974836140871048,True,27.622525484137597,34.599646239375488,1336.3825921640553,0.86130203716717513,208.76632157107767,0.56293274649807457,0.4292803839372597,0.4110937537969655,1.2225319503512488,0.38759459288333026,0.036264902213588357,0.40875702011787024,0.21440163167184967,0.37057988934381469,5.2462310791015625,0.31544545292854309,0.10514848430951436,0.97465924407739968,242.73273688494052,6.7748615166098434,181.73302715173853,2.9439233386877923,-13.85887560266579,307.01165451540578
Shaoyang_111.403447_27.316645,Shaoyang,Hunan,Hilly,111.40344706586886,27.31664489676384,309.6355466,307.17742054999997,310.13058982999996,314.37577067000001,309.96823387999996,308.25751487000002,307.90374980000001,6,19,2.6238920845942175,0,False,27.443430966322598,34.429539664205329,1352.1690466682144,0.84672983461621432,207.16602742747548,0.67006556166363473,0.51934118413920038,0.60075203243943553,1.5717793443075165,0.045934910238466749,0.050802097623495183,0.73424613942777173,0.061191201189166967,0.07387558813023698,0,0,0,1,238.88440546108063,9.9257790015605352,125.94961595930141,4.3307586161963236,0.11325941392615846,307.01165451540578
Shaoyang_111.405693_27.276221,Shaoyang,Hunan,Hilly,111.40569285424324,27.276220708820716,310.422545705,306.13834247,311.82763675999996,313.46828635999998,311.56444921999997,308.89839361999998,310.63816580000002,6,20,3.4108911895942242,0.00048966077156364918,False,27.608165706582053,34.609517303986287,1348.4459625892939,0.85832988333392679,207.9558780222325,0.64970204661344588,0.48627835594463575,0.56194147611305556,1.5308846802664942,0.039908517920735499,0.060491119065166764,0.6996256457969281,1.3963700511502255,0.22633592667301475,0.25718089938163757,0.002571808872744441,0.00085726962424814701,0.99976412024526318,264.98975716947768,7.8424189973655105,240.33468462323779,3.4477053549058509,11.916487989997648,307.01165451540578
Shaoyang_111.407939_27.211093,Shaoyang,Hunan,Hilly,111.40793864235265,27.211092850702176,313.50844809500001,309.81442298000002,316.18903028,316.30866098000001,315.38066855,311.4584906,311.89941518000001,6,20,6.4967935795942253,0.037428282201290131,False,27.650618526565232,34.617281936558086,1341.6299253452178,0.86479831240026428,209.45070847351332,0.51153757880519857,0.40938541426903347,0.3328389635146326,1.1535456112100897,0.56426180396810866,0.030994956835638732,0.23610328149584614,0.49565366344489648,0.34179439407384621,2.0981042385101318,0.093570709228515625,0.031190236409505207,0.99083311486589976,236.22654153374654,4.3364867831241778,194.66579616725167,1.9027924328569903,-21.587541433015048,307.01165451540578
Shaoyang_111.410184_27.098803,Shaoyang,Hunan,Hilly,111.41018443061846,27.098803440354825,308.32416626000003,303.55602836000003,307.61492711,314.44754909,309.68624722999999,306.17764969999996,308.46259607000002,6,19,1.3125117445942465,0,False,27.602694410320826,34.507942002089564,1387.1759928556639,0.87774526083709203,211.60065966582755,0.72726694061429209,0.56743755859056733,0.71670392007662953,2.3740219073862932,0.041086255495506492,0.030480115492052085,0.81507206626314033,0.23000058321438779,0.047436116289285159,0,0,0,1,361.54154343892543,6.388277956049512,199.42469697326084,2.8537903883310261,30.210291585401421,307.01165451540578
Shaoyang_111.410184_27.235797,Shaoyang,Hunan,Hilly,111.41018443060652,27.235796521109219,317.39815485500003,312.67359671000003,318.79868855000001,319.60534127,319.16612570000001,315.58062272000001,318.56455417999996,6,21,10.386500339594249,0.32271277904510498,True,27.63928052133447,34.621122858609496,1347.4071146564404,0.86266040962667845,208.91442853945802,0.17711714282006782,0.13837573091853139,0.025248074998027371,0.96983977324260617,0.6963561766210401,0.031324262171983717,0.14698437394251668,1.0858092876810637,0.40092964240853013,9.5467262268066406,3.1451013088226318,1.0483671029408772,0.75883798884740683,241.41562788267106,4.9949453126093948,303.54956731108859,2.2005396653424381,-11.676649187344395,307.01165451540578
