city,stratum,cell_id,donor_cell_id,profile_level,context_distance,area_m2
Ganzhou,Hilly,Ganzhou_114.823783_25.724381,Ganzhou_114.850732_25.742347,primary,0.34368295334389837,56179.962512674618
Ganzhou,Hilly,Ganzhou_114.828274_25.737856,Ganzhou_114.832766_25.737856,primary,0.40997475848462278,56173.595376233548
Ganzhou,Hilly,Ganzhou_114.835011_25.742347,Ganzhou_114.814799_25.722135,primary,0.38139513372673001,56171.472307019169
Ganzhou,Hilly,Ganzhou_114.866452_25.834425,Ganzhou_114.951792_25.883832,primary,0.44124726021669408,56127.873333622701
Ganzhou,Hilly,Ganzhou_114.866452_25.861374,Ganzhou_115.023658_25.886078,primary,0.42131099853206566,56115.085231477278
Ganzhou,Hilly,Ganzhou_114.904631_25.847899,Ganzhou_114.922597_25.892815,primary,0.6558701096724846,56121.480834406007
Ganzhou,Hilly,Ganzhou_114.915860_25.854637,Ganzhou_114.918106_25.879340,primary,0.61747497234903814,56118.283420960848
Ganzhou,Hilly,Ganzhou_114.929335_25.897307,Ganzhou_114.987725_25.854637,primary,0.44472884652316519,56098.015117386276
Ganzhou,Hilly,Ganzhou_114.963021_25.843408,Ganzhou_114.954038_25.874849,primary,0.44645980032822735,56123.612012501952
Ganzhou,Hilly,Ganzhou_114.747426_25.645778,Ganzhou_114.742934_25.645778,upper,0.21436143729735851,56217.042200796015
Ganzhou,Hilly,Ganzhou_114.763146_25.681711,Ganzhou_114.727214_25.681711,upper,0.32720176303213566,56200.104610342889
Ganzhou,Hilly,Ganzhou_114.774375_25.663745,Ganzhou_114.794587_25.695186,upper,0.56901055173006454,56208.576168997439
Ganzhou,Hilly,Ganzhou_114.783358_25.677220,Ganzhou_114.790096_25.665991,upper,0.44153191463774799,56202.223017939519
Ganzhou,Hilly,Ganzhou_114.810308_25.735610,Ganzhou_114.828274_25.744593,upper,0.14917106662524729,56174.656781456848
Ganzhou,Hilly,Ganzhou_114.906877_25.888324,Ganzhou_114.954038_25.895061,upper,0.34006655608776698,56102.284714748639
Ganzhou,Hilly,Ganzhou_114.918106_25.811967,Ganzhou_114.929335_25.811967,upper,0.30646049666535979,56138.520599893214
Ganzhou,Hilly,Ganzhou_114.965267_25.816458,Ganzhou_114.832766_25.726627,upper,0.32233118224727408,56136.39183655112
Ganzhou,Hilly,Ganzhou_114.992217_25.838916,Ganzhou_114.972005_25.841162,upper,0.31928119975487113,56125.742845456429
Ganzhou,Hilly,Ganzhou_115.016920_25.890569,Ganzhou_115.023658_25.886078,upper,0.36941519525800781,56101.217444681541
Hengyang,Transitional,Hengyang_112.528587_26.896683,Hengyang_112.638631_26.923632,moderate,0.4832635454451063,55614.436468748965
Hengyang,Transitional,Hengyang_112.548799_26.898928,Hengyang_112.555536_26.892191,moderate,0.52027235469793076,55613.33066577409
Hengyang,Transitional,Hengyang_112.602698_26.932615,Hengyang_112.645368_26.925878,moderate,0.53120313442540379,55596.733366881374
Hengyang,Transitional,Hengyang_112.618418_26.968548,Hengyang_112.584732_26.957319,moderate,0.49699328192835923,55579.008398341073
Hengyang,Transitional,Hengyang_112.620664_26.952827,Hengyang_112.620664_26.950581,moderate,0.21696089054231818,55586.765762147421
Hengyang,Transitional,Hengyang_112.620664_26.959565,Hengyang_112.607190_26.964056,moderate,0.26662973690700825,55583.441689996493
Hengyang,Transitional,Hengyang_112.629647_26.955073,Hengyang_112.611681_26.968548,moderate,0.27697601158120677,55585.65782358763
Hengyang,Transitional,Hengyang_112.631893_26.975285,Hengyang_112.620664_26.973039,moderate,0.18537827477845595,55575.682533008876
