reference,kruskal_wallis_h,kruskal_wallis_p,permutation_between_ss,permutation_p,between_stratum_variance,within_stratum_city_variance,icc_stratum,eta_squared
strict_mean,3.661108345777336,0.3004601390963482,14.72063038563128,0.17384130793460326,0.21556549159116026,2.754727009243395,0.07257382615705132,0.12619969595065855
strict_median,3.2199684751949746,0.3589377633580274,13.398000959900472,0.20513974301284935,0.1712389802644659,2.7563948909850016,0.05849057218052469,0.11611601179932846
broad_mean,2.665961506553856,0.4460428057715532,12.316562484542189,0.23483825808709566,0.12974961588942344,2.810134419138355,0.04413426323742646,0.1059110826889365
conservative_mean,4.961008793761408,0.17467463845621317,17.95526348190779,0.11074446277686116,0.3179500041143625,2.810757704925058,0.10162342848318673,0.14723065053025328
elevation_matched,3.5323544051767044,0.3165900435350527,5.249944605432061,0.5575721213939303,0.0,2.468204067826433,0.0,0.05436216841049258
