outcome,category,contrast,difference_pp,ci_low_pp,ci_high_pp,mountainous_minus_flat_share,ci_low,ci_high
absolute_lst,Topography,Mountainous minus Flat,14.369580668703268,6.649373419843362,22.740984408954624,0.1436958066870327,0.06649373419843362,0.22740984408954623
elevation_matched_suhi,Topography,Mountainous minus Flat,8.049158330184955,3.650205881492541,11.961508329470275,0.08049158330184955,0.03650205881492541,0.11961508329470276
strict_suhi,Topography,Mountainous minus Flat,10.687320041202506,6.15070817788432,15.46571694844191,0.10687320041202505,0.061507081778843196,0.1546571694844191
