model,quantity_basis,budget_fraction,stratum,n_cities,uniform_eligible_core_cooling_k,uniform_eligible_core_cooling_k_ci_low,uniform_eligible_core_cooling_k_ci_high,priority_eligible_core_cooling_k,priority_eligible_core_cooling_k_ci_low,priority_eligible_core_cooling_k_ci_high,difference_k,difference_k_ci_low,difference_k_ci_high,relative_difference_pct,relative_difference_pct_ci_low,relative_difference_pct_ci_high
cooling_representative18_loco_k,vegetation_cover,0.25,Hilly,14,0.4761018781343039,0.44846063663881625,0.5036329420125811,0.5198985754338158,0.483858873691231,0.5623532292233486,0.043796697299511876,0.02196023042484301,0.0673526745494672,9.203861227279322,4.596485380967231,13.994130930097956
cooling_representative18_loco_k,vegetation_cover,0.25,Mountainous,7,0.4332864818711233,0.3620207836591075,0.5149522640336981,0.49249843273385535,0.42012835584848135,0.5799880697173312,0.05921195086273211,0.04147009822657176,0.07721553151772476,14.22403086736784,9.564693896756145,18.782727010392858
cooling_representative18_loco_k,vegetation_cover,0.25,Transitional,12,0.43117884537297374,0.40161437926715016,0.4623481735205944,0.4742894572096712,0.44911556953349735,0.5024222252243661,0.04311061183669748,0.02683568022253685,0.06045977004283971,10.608473540538617,6.219075166187501,15.604061209990235
cooling_representative18_loco_k,vegetation_cover,0.5,Flat,8,0.92902800847549,0.8623166433214962,1.00047348131841,1.0311598121239949,0.9285171699028492,1.141174265072497,0.102131803648505,0.05525415391359595,0.15365592170040213,10.606196165512737,5.977367682631952,15.431324535550678
cooling_representative18_loco_k,vegetation_cover,0.5,Hilly,14,0.9522037562686078,0.8972312904196025,1.0082380879889141,1.0480786609778525,0.9840863640099032,1.1218133782206212,0.09587490470924488,0.0676317368065491,0.12545808907872724,10.101820928362084,7.132883044556297,13.25222191704258
cooling_representative18_loco_k,vegetation_cover,0.5,Mountainous,7,0.8665729637422466,0.7223727791224006,1.037504582466959,0.9757397014793016,0.8165627059609089,1.1582061848755085,0.10916673773705506,0.07756094215951197,0.14534288991281316,12.7437060162089,9.531264246763163,17.040443385998717
cooling_representative18_loco_k,vegetation_cover,0.5,Transitional,12,0.8623576907459475,0.8034309308077573,0.9230198340387842,0.9378989448242834,0.8846830066324972,0.997132688415051,0.07554125407833599,0.05256447172549217,0.0978419310686094,9.131593647306586,6.110694632880003,12.327455861431636
cooling_strict_full_k,ndvi_uplift,0.25,Flat,8,0.4427017156979294,0.4108735068074826,0.47553934423139366,0.4085394722710129,0.3818034349106623,0.4338697629421912,-0.034162243426916435,-0.05324411241585107,-0.013117810147570217,-7.397523897589761,-11.3563914351088,-2.7189409867183114
cooling_strict_full_k,ndvi_uplift,0.25,Hilly,14,0.44525719985868967,0.42304061264769693,0.46468964831787546,0.4101982989317848,0.38800139189851957,0.4323010990190043,-0.03505890092690496,-0.047699387480264116,-0.022460953277587622,-7.818175359224624,-10.615567262723534,-5.063401177055195
cooling_strict_full_k,ndvi_uplift,0.25,Mountainous,7,0.4332262381427095,0.35899985561415654,0.5237770648443513,0.41085584898432537,0.352116693160882,0.486021032311191,-0.02237038915838412,-0.04066853617970774,-0.003869998788675358,-4.232721734341898,-7.766430935688911,-0.19043996064613808
cooling_strict_full_k,ndvi_uplift,0.25,Transitional,12,0.42267253582158526,0.38898400082243834,0.45814210576434716,0.39023131188869437,0.3611546158319152,0.41988707303897727,-0.032441223932890895,-0.0460259509663963,-0.018867987864381663,-7.41834513526551,-10.303351020639894,-4.439205050876974
cooling_strict_full_k,ndvi_uplift,0.5,Flat,8,0.8854034313958588,0.8212753757131848,0.9503862288223415,0.8577835993435767,0.793297963472559,0.923593006816894,-0.02761983205228195,-0.053018590831657345,-0.0028779489693632077,-3.090325574684768,-6.007393404636125,-0.24724854780195243
cooling_strict_full_k,ndvi_uplift,0.5,Hilly,14,0.8905143997173793,0.8471999068929936,0.9286601904782011,0.8529460386383482,0.8144699561015908,0.8909743721281953,-0.03756836107903103,-0.05328021704762407,-0.020645376885427506,-4.120167706182718,-5.873602638829448,-2.211542225514067
cooling_strict_full_k,ndvi_uplift,0.5,Mountainous,7,0.866452476285419,0.7153469347794509,1.0419772608058886,0.8555532203094514,0.7156892968688008,1.0245167878036618,-0.010899255975967605,-0.027151573108848154,0.008546066231699444,-0.9488758538786612,-3.0290725631384103,1.6627080495068352
cooling_strict_full_k,ndvi_uplift,0.5,Transitional,12,0.8453450716431705,0.7755429658891299,0.9161185512684934,0.8162819762369781,0.7489689496862336,0.8819796478946695,-0.029063095406192552,-0.048925580683861505,-0.010065915243803372,-3.342334294267481,-5.710948561992557,-1.129303480974229
cooling_strict_full_k,vegetation_cover,0.25,Flat,8,0.4427017156979294,0.4109363844971813,0.47495746837949937,0.4955555272479335,0.4431558865144885,0.5554501691161257,0.052853811550004196,0.02129435642039336,0.09151288000751118,11.606653620478635,4.83264908792828,19.383867503466504
cooling_strict_full_k,vegetation_cover,0.25,Hilly,14,0.44525719985868967,0.4235930533468782,0.46435207408268925,0.4782547775682337,0.45467843262784796,0.5047424588545432,0.03299757770954405,0.015042726291764971,0.05178702918911727,7.643808721385369,3.5117450214639714,11.925741732741265
cooling_strict_full_k,vegetation_cover,0.25,Mountainous,7,0.4332262381427095,0.3583046018014106,0.526190438080499,0.5060256651461295,0.42695015669541464,0.6163274365913795,0.07279942700341989,0.051181088858997095,0.09410115578453922,17.253313874200558,12.534406807252443,21.63019232387148
cooling_strict_full_k,vegetation_cover,0.25,Transitional,12,0.42267253582158526,0.38872619103458145,0.45747292303804193,0.4641021249954394,0.42953358394310426,0.4989999536788333,0.04142958917385409,0.024351303967754135,0.05892880956239473,10.304386465023144,5.6820921198161995,15.407516215672555
cooling_strict_full_k,vegetation_cover,0.5,Flat,8,0.8854034313958588,0.8200455162448548,0.9512343573542136,0.973926542698752,0.8786446259437446,1.0758582061322672,0.08852311130289328,0.04385326297932167,0.13836488109893272,9.66581935497313,5.064933973622996,14.665510875859379
cooling_strict_full_k,vegetation_cover,0.5,Hilly,14,0.8905143997173793,0.8466248156077525,0.9289897421494128,0.9696689800026178,0.9274529580464461,1.0124393161451208,0.07915458028523838,0.057543483188881396,0.10105432974077491,9.073518840332442,6.456468976139545,11.715511522672422
cooling_strict_full_k,vegetation_cover,0.5,Mountainous,7,0.866452476285419,0.7153469347794509,1.0487941204519098,0.986736328986799,0.8201662560072387,1.191096800155055,0.12028385270138006,0.08563202854424236,0.1594563101493624,14.083841495240396,10.307669155179081,18.396951697207964
cooling_strict_full_k,vegetation_cover,0.5,Transitional,12,0.8453450716431705,0.77598868166147,0.9167775973902851,0.9159965696205731,0.8455929631513194,0.9906049974546012,0.07065149797740251,0.04550769444360676,0.0933328654593744,8.6254897235928,5.4593343710057765,11.768048952927488
cooling_strict_loco_k,ndvi_uplift,0.25,Flat,8,0.44468584693464824,0.41394769741939286,0.47654437507190195,0.4087335908926655,0.384326593803306,0.432097224933991,-0.035952256041982794,-0.05633560394025208,-0.015439121340343625,-7.725638804303142,-11.876867402395732,-3.1929329397012935
cooling_strict_loco_k,ndvi_uplift,0.25,Hilly,14,0.4535361658042859,0.42636987275880284,0.47994028431218955,0.42183410268112587,0.39096725073807337,0.4572911642405711,-0.03170206312316005,-0.04720339920690821,-0.016022917641836772,-7.130537243552366,-10.547694931561109,-3.796549977708761
cooling_strict_loco_k,ndvi_uplift,0.25,Mountainous,7,0.42187400143528936,0.34850600636417306,0.5009208392844112,0.3986020843014354,0.3381316398619257,0.46263120317199374,-0.023271917133854007,-0.04203842534796793,-0.006694647192242354,-4.701826730323213,-8.10476278621423,-1.1053036307630113
cooling_strict_loco_k,ndvi_uplift,0.25,Transitional,12,0.4140082695408871,0.3825793916353342,0.4469732639381526,0.38220339857864777,0.3572020062525223,0.40745607642868314,-0.031804870962239405,-0.04706578933480381,-0.017821480588172796,-7.285650942310181,-10.305803288156158,-4.267614062780455
cooling_strict_loco_k,ndvi_uplift,0.5,Flat,8,0.8893716938692965,0.8291725360177049,0.9550437361682835,0.8584725795782675,0.795530317152848,0.9246765594399683,-0.030899114291029116,-0.05926745115291512,-0.0025865635654334328,-3.4356197111236817,-6.569111549744687,-0.21917773304292743
cooling_strict_loco_k,ndvi_uplift,0.5,Hilly,14,0.9070723316085718,0.8534876564401519,0.9611106265700591,0.8700605173780894,0.8168136371115097,0.9326335022751113,-0.037011814230482366,-0.05488503668136418,-0.01681546874177256,-4.1112890573230745,-6.094292918329114,-1.8943687587314288
cooling_strict_loco_k,ndvi_uplift,0.5,Mountainous,7,0.8437480028705787,0.697012012728346,1.0009388392210086,0.8270964059998102,0.6853536929760502,0.9803000435409104,-0.016651596870768573,-0.04242756169409751,0.007581651320303942,-1.8063791490446899,-4.7017186596074,0.8972482294587437
cooling_strict_loco_k,ndvi_uplift,0.5,Transitional,12,0.8280165390817742,0.7657838781789073,0.89494465248668,0.7976905624722633,0.7409070759467147,0.8583812518584116,-0.03032597660951078,-0.04988016818575473,-0.01199364938211832,-3.478195507555755,-5.669675074299418,-1.3483044212723598
cooling_strict_loco_k,vegetation_cover,0.25,Flat,8,0.44468584693464824,0.4146751215823363,0.4775227459363619,0.4955308183820717,0.44487544792018147,0.5575069331476366,0.05084497144742345,0.01951599480209074,0.0906651182937431,11.111007387316219,4.424222541025399,19.16242770948291
cooling_strict_loco_k,vegetation_cover,0.25,Hilly,14,0.4535361658042859,0.4269414980739177,0.479587913517702,0.49121200620186123,0.4549331541212401,0.5346512684912708,0.037675840397575364,0.016297427378761335,0.061272398300201904,8.22117893467558,3.5414737864747146,13.092395334500566
cooling_strict_loco_k,vegetation_cover,0.25,Mountainous,7,0.42187400143528936,0.351284912076328,0.5003977868716089,0.4901271737560756,0.4096269435494057,0.5779473104617409,0.06825317232078632,0.052343453692326326,0.08650877293934205,16.57842963532749,12.813721048111871,20.945416216284748
cooling_strict_loco_k,vegetation_cover,0.25,Transitional,12,0.4140082695408871,0.38292293249061876,0.44689721778521274,0.4538672889502002,0.4272245958594114,0.4836967512086991,0.03985901940931292,0.02461337702007403,0.055696667539267296,10.298840645564482,6.005449180178598,14.921146817129992
cooling_strict_loco_k,vegetation_cover,0.5,Flat,8,0.8893716938692965,0.8290387317353567,0.9555879102970319,0.9766202024641413,0.8814587550412958,1.0806607537389579,0.08724850859484463,0.04065130218005418,0.14099366801784105,9.488471103384896,4.551865145265915,14.781951379562988
cooling_strict_loco_k,vegetation_cover,0.5,Hilly,14,0.9070723316085718,0.8516396976765369,0.9610469729456201,0.989604014269682,0.9258956790139242,1.0608427530495372,0.08253168266111044,0.05602901068438344,0.11004359233656294,9.085492511064045,6.154988243284068,11.962444271461138
cooling_strict_loco_k,vegetation_cover,0.5,Mountainous,7,0.8437480028705787,0.7033895856229091,1.0047871399624981,0.9548868381123076,0.7909901126488065,1.1325118686059563,0.11113883524172882,0.07779379684007554,0.15009826342445548,13.247905139455323,9.949640725361533,17.704735332240116
cooling_strict_loco_k,vegetation_cover,0.5,Transitional,12,0.8280165390817742,0.7646013856387336,0.8923378234843221,0.8963284679745002,0.8361750069661494,0.9603283245101539,0.06831192889272593,0.0459555304257768,0.08815120970746158,8.59078088764059,5.629753186838829,11.456511787941512
