model,quantity_basis,budget_fraction,stratum,n_cities,uniform_eligible_core_cooling_k,uniform_eligible_core_cooling_k_ci_low,uniform_eligible_core_cooling_k_ci_high,priority_eligible_core_cooling_k,priority_eligible_core_cooling_k_ci_low,priority_eligible_core_cooling_k_ci_high,difference_k,difference_k_ci_low,difference_k_ci_high,relative_difference_pct,relative_difference_pct_ci_low,relative_difference_pct_ci_high
cooling_elevation_loco_k,ndvi_uplift,0.5,Hilly,14,0.9016659325172393,0.8448131080479729,0.954808596455038,0.8534411181569811,0.8011719958133744,0.9108274744241764,-0.04822481436025818,-0.06987785997090042,-0.024862632053477725,-5.251087455459449,-7.723088457465941,-2.6085511281915568
cooling_elevation_loco_k,ndvi_uplift,0.5,Mountainous,7,0.8302090514884523,0.6925934853420278,0.997018691893824,0.8063125083850547,0.6696611526495774,0.9663472693469625,-0.02389654310339759,-0.048608950186822215,-0.0004789018346691736,-2.9156586280754397,-5.940911226361243,-0.2266832563264924
cooling_elevation_loco_k,ndvi_uplift,0.5,Transitional,12,0.8386629806652605,0.7745186795396714,0.9048533567372357,0.7959076929586933,0.7373198642456062,0.8564389070901147,-0.04275528770656711,-0.06364813843794485,-0.021162525932917148,-4.916587124256547,-7.280858207008538,-2.4496796329578707
cooling_elevation_loco_k,vegetation_cover,0.25,Flat,8,0.44646225938140766,0.4148813720068275,0.4820816186565138,0.48138333377414577,0.43143048332048756,0.5417560768440275,0.03492107439273806,0.006530198514603764,0.07263594500365175,7.521593199997049,1.4398355922673438,15.085502357056026
cooling_elevation_loco_k,vegetation_cover,0.25,Hilly,14,0.4508329662586196,0.4225428168043931,0.4782118480233475,0.4802603184041571,0.44442921633584664,0.5216961374554757,0.02942735214553746,0.007155728358863433,0.05267683779548285,6.576466951705156,1.6218630251878383,11.738154011916642
cooling_elevation_loco_k,vegetation_cover,0.25,Mountainous,7,0.4151045257442261,0.3482471252553635,0.4979564372002691,0.47348295284457315,0.3941805744220695,0.5681738037560627,0.058378427100347,0.04145572086519644,0.08085399930038198,14.044673553518052,11.174991064886921,18.934544483312436
cooling_elevation_loco_k,vegetation_cover,0.25,Transitional,12,0.41933149033263023,0.3876760935386503,0.45320399071132145,0.4470644387110454,0.419412592871232,0.478449426723944,0.027732948378415112,0.011215122575630468,0.04600596360110956,7.220883800349932,2.834975345174993,12.280669591761196
cooling_elevation_loco_k,vegetation_cover,0.5,Flat,8,0.8929245187628153,0.8304501317102231,0.9620442929822893,0.963658883740981,0.8686372009031507,1.0679587452633421,0.07073436497816574,0.026009355023020497,0.12147101899108688,7.550011658140214,2.8565516046183017,12.512150798466104
cooling_elevation_loco_k,vegetation_cover,0.5,Hilly,14,0.9016659325172393,0.8463939064911902,0.9561056316339054,0.9728905570510422,0.9123758678120447,1.0408311181533414,0.07122462453380303,0.04316864175748639,0.0997221683624116,8.021276130421287,4.821698558325206,11.35705801320906
cooling_elevation_loco_k,vegetation_cover,0.5,Mountainous,7,0.8302090514884523,0.696494250510727,0.9982313030697744,0.9348539728188595,0.7728502151343927,1.1260516663073319,0.10464492133040722,0.06571066398696661,0.15349101095179235,12.429649800578213,8.785535283645586,17.913758801507374
cooling_elevation_loco_k,vegetation_cover,0.5,Transitional,12,0.8386629806652605,0.7744008162462634,0.9074026584222533,0.8969159196091456,0.8344089924746712,0.9650103884250532,0.05825293894388512,0.033101385897079394,0.08253672345992487,7.26986179129231,3.940659227627418,10.76169809295493
cooling_full23_loco_k,ndvi_uplift,0.25,Flat,8,0.44331514869841027,0.4146228386194139,0.4755270111391972,0.40290148048258245,0.3821222436116164,0.42230839155651223,-0.04041366821582781,-0.057346438232336344,-0.02066176402167498,-8.761609408345093,-12.128787640516066,-4.528323850151849
cooling_full23_loco_k,ndvi_uplift,0.25,Hilly,14,0.45400102289939215,0.42847738337216357,0.4802429906198958,0.4221187716435164,0.3924020520379129,0.4580327859096714,-0.03188225125587575,-0.04795352761808841,-0.015984959838581978,-7.1447057909299945,-10.660626073707524,-3.778052649206535
cooling_full23_loco_k,ndvi_uplift,0.25,Mountainous,7,0.4231112065853485,0.35182621467332964,0.5044302698104527,0.39457414591812656,0.3370046409011411,0.45676258246413387,-0.02853706066722201,-0.05318502711085046,-0.009912980371869332,-5.899670495528567,-9.717124855010864,-2.49200701953142
cooling_full23_loco_k,ndvi_uplift,0.25,Transitional,12,0.41740214513332236,0.38698520876323633,0.4493667525394508,0.38041686550037407,0.355433616743272,0.405666847570788,-0.036985279632948384,-0.05243388281899081,-0.02259886686394694,-8.502033654277973,-11.682449338547583,-5.393545771715528
cooling_full23_loco_k,ndvi_uplift,0.5,Flat,8,0.8866302973968205,0.8292440550393191,0.9513109737040567,0.8514395638759706,0.7913204370816925,0.9141257528472096,-0.03519073352084981,-0.05659993827410451,-0.012180738434707766,-3.9405589045758758,-6.473383013733741,-1.2740483004767575
cooling_full23_loco_k,ndvi_uplift,0.5,Hilly,14,0.9080020457987843,0.8557572089104197,0.9587763344912278,0.870043477926122,0.8170681317475272,0.9290712231892556,-0.03795856787266238,-0.05665947124007382,-0.01816022169375347,-4.206684378410672,-6.276036598813445,-2.023273040567968
cooling_full23_loco_k,ndvi_uplift,0.5,Mountainous,7,0.846222413170697,0.6985492335501382,1.0060989999600547,0.8217639478010935,0.6813534002558098,0.9757263207608885,-0.024458465369603704,-0.052660043831562316,0.001676550382553222,-2.7225878414897116,-5.598259087849066,0.002183078801554466
cooling_full23_loco_k,ndvi_uplift,0.5,Transitional,12,0.8348042902666447,0.7725720151554928,0.8987265503845291,0.7986522805931217,0.7429890602438278,0.8556153080382053,-0.03615200967352325,-0.057587926178073935,-0.015298205114897254,-4.129467427532881,-6.571561482736951,-1.7357805274364062
cooling_full23_loco_k,vegetation_cover,0.25,Flat,8,0.44331514869841027,0.41494294221239847,0.47556239382077853,0.48887192181530414,0.4433599165429204,0.5439634171065557,0.045556773116893844,0.01914968297818118,0.07852407431197393,10.012847889149825,4.3149801993895744,16.677904850246968
cooling_full23_loco_k,vegetation_cover,0.25,Hilly,14,0.45400102289939215,0.42829519926318227,0.48013465240232384,0.49158396850727337,0.4578594865145172,0.5336809549099908,0.0375829456078811,0.016699344319525324,0.06115934313975037,8.22907516658824,3.758347010855297,13.104321658024029
cooling_full23_loco_k,vegetation_cover,0.25,Mountainous,7,0.4231112065853485,0.3531689829029283,0.5032835862168926,0.4849061176487893,0.40741874178096005,0.5697703265334806,0.06179491106344066,0.04581197620108984,0.08328927173729936,15.107865353104854,11.018991559144707,20.436430872953782
cooling_full23_loco_k,vegetation_cover,0.25,Transitional,12,0.41740214513332236,0.38757077634402304,0.4489265614540535,0.4526412131610853,0.4261382626722234,0.48246911770879247,0.03523906802776288,0.019034424940697382,0.052927678378150704,9.072425182727066,4.599103856121795,14.087222093392757
cooling_full23_loco_k,vegetation_cover,0.5,Flat,8,0.8866302973968205,0.8289234217217085,0.9503766217712518,0.9685069894486177,0.8791928916517756,1.0640343469435738,0.0818766920517972,0.03913824854715427,0.12806826173306615,8.940774419266411,4.307755735594801,13.644021385525223
cooling_full23_loco_k,vegetation_cover,0.5,Hilly,14,0.9080020457987843,0.8564068923550985,0.961969808713383,0.9896723186224249,0.930253039047434,1.0593988332323276,0.08167027282364027,0.05597010789537485,0.10874527215485909,8.999933998907663,6.206042151547215,11.870053535407152
cooling_full23_loco_k,vegetation_cover,0.5,Mountainous,7,0.846222413170697,0.7010095864325833,1.0064914804752128,0.9494743474605029,0.7876490736699072,1.125305173552306,0.10325193428980574,0.07159714109871028,0.1443420494785468,12.344580601185319,9.131766315992817,17.242336658656424
cooling_full23_loco_k,vegetation_cover,0.5,Transitional,12,0.8348042902666447,0.7737180385380256,0.8969938149082647,0.8980668076371029,0.8401084159627912,0.9611331763839234,0.06326251737045797,0.03843765435283499,0.08565062425625447,7.934634750990182,4.73398398697079,11.150679596427096
cooling_lst_loco_k,ndvi_uplift,0.25,Flat,8,0.4538309219151315,0.42345348596303467,0.48789260291436704,0.4152030483104594,0.3884249327649147,0.4412601561806312,-0.0386278736046721,-0.0575255022236293,-0.018176073674966726,-8.244652771729633,-11.969634863627087,-3.8709332462645336
cooling_lst_loco_k,ndvi_uplift,0.25,Hilly,14,0.4533113128334215,0.4230114863463533,0.4813689971835598,0.416240231066045,0.38438548798922917,0.4508690814603975,-0.037071081767376377,-0.05570479775648519,-0.0186347492954962,-8.124965495494793,-12.153315102855466,-4.145741364181781
